p_hat,k,N,native_class_active,canonical_class_active,quotient_credit_class_active,representation_divergence_from_canonical,retired_focal_ids,active_focal_ids,future_focal_sampling_probability,attempts_by_id
0.9,5,15,True,False,False,True,0,5,0.7682136672422546,3;3;3;3;3
0.9,5,16,True,False,False,True,0,5,0.7649217991001099,4;3;3;3;3
0.9,5,17,True,False,False,True,0,5,0.7615350805563725,4;4;3;3;3
0.9,5,18,True,False,False,True,0,5,0.7580493522227381,4;4;4;3;3
0.9,5,19,True,False,False,True,0,5,0.7544602079061096,4;4;4;4;3
0.9,5,20,True,False,False,True,0,5,0.7507629760271981,4;4;4;4;4
0.9,5,21,True,False,False,True,0,5,0.7477420358008714,5;4;4;4;4
0.9,5,22,True,False,False,True,0,5,0.7446469649189663,5;5;4;4;4
0.9,5,23,True,False,False,True,0,5,0.7414750008557655,5;5;5;4;4
0.9,5,24,True,False,False,True,0,5,0.7382232420960186,5;5;5;5;4
0.9,5,25,True,False,False,True,0,5,0.73488863928246,5;5;5;5;5
0.9,5,26,True,False,False,True,0,5,0.7321137820155664,6;5;5;5;5
0.9,5,27,True,False,False,True,0,5,0.729280222793357,6;6;5;5;5
0.9,5,28,True,False,False,True,0,5,0.7263860789469204,6;6;6;5;5
0.9,5,29,True,False,False,True,0,5,0.7234293864303004,6;6;6;6;5
0.9,5,30,True,False,False,True,0,5,0.720408095375632,6;6;6;6;6
0.9,5,31,True,False,False,True,0,5,0.7178595723238897,7;6;6;6;6
0.9,5,32,True,False,False,True,0,5,0.7152641615269258,7;7;6;6;6
0.9,5,33,True,False,False,True,0,5,0.7126205570094643,7;7;7;6;6
0.9,5,34,True,False,False,True,0,5,0.7099274038408628,7;7;7;7;6
0.9,5,35,True,False,False,True,0,5,0.7071832958195071,7;7;7;7;7
0.9,5,36,True,False,False,True,1,4,0.6589457175106755,8;7;7;7;7
0.9,5,37,True,False,False,True,2,3,0.591680644906835,8;8;7;7;7
0.9,5,38,True,False,False,True,3,2,0.49136394112810355,8;8;8;7;7
0.9,5,39,True,False,False,True,4,1,0.32570078001153424,8;8;8;8;7
0.9,5,40,False,False,False,False,5,0,0.0,8;8;8;8;8
0.9,5,41,False,False,False,False,5,0,0.0,9;8;8;8;8
0.9,5,42,False,False,False,False,5,0,0.0,9;9;8;8;8
0.9,5,43,False,False,False,False,5,0,0.0,9;9;9;8;8
0.9,5,44,False,False,False,False,5,0,0.0,9;9;9;9;8
0.9,5,45,False,False,False,False,5,0,0.0,9;9;9;9;9
0.9,5,46,False,False,False,False,5,0,0.0,10;9;9;9;9
0.9,5,47,False,False,False,False,5,0,0.0,10;10;9;9;9
0.9,5,48,False,False,False,False,5,0,0.0,10;10;10;9;9
0.9,6,0,True,True,True,False,0,6,0.8571428571428571,0;0;0;0;0;0
0.9,6,1,True,True,True,False,0,6,0.853953271838133,1;0;0;0;0;0
0.9,6,2,True,True,True,False,0,6,0.850618005537845,1;1;0;0;0;0
0.9,6,3,True,True,True,False,0,6,0.8471268442428769,1;1;1;0;0;0
0.9,6,4,True,True,True,False,0,6,0.8434685962718939,1;1;1;1;0;0
0.9,6,5,True,True,True,False,0,6,0.8396309724139334,1;1;1;1;1;0
0.9,6,6,True,True,True,False,0,6,0.8356004480083838,1;1;1;1;1;1
0.9,6,7,True,True,True,False,0,6,0.8326859681209339,2;1;1;1;1;1
0.9,6,8,True,False,False,True,0,6,0.8296662872647048,2;2;1;1;1;1
0.9,6,9,True,False,False,True,0,6,0.8265356047530117,2;2;2;1;1;1
0.9,6,10,True,False,False,True,0,6,0.8232876854546894,2;2;2;2;1;1
0.9,6,11,True,False,False,True,0,6,0.8199158183456795,2;2;2;2;2;1
0.9,6,12,True,False,False,True,0,6,0.8164127702230172,2;2;2;2;2;2
0.9,6,13,True,False,False,True,0,6,0.8137351204363237,3;2;2;2;2;2
0.9,6,14,True,False,False,True,0,6,0.8109782066506693,3;3;2;2;2;2
0.9,6,15,True,False,False,True,0,6,0.8081384564214926,3;3;3;2;2;2
0.9,6,16,True,False,False,True,0,6,0.8052120793487281,3;3;3;3;2;2
0.9,6,17,True,False,False,True,0,6,0.8021950501974715,3;3;3;3;3;2
0.9,6,18,True,False,False,True,0,6,0.7990830904253232,3;3;3;3;3;3
0.9,6,19,True,False,False,True,0,6,0.7966143291871989,4;3;3;3;3;3
0.9,6,20,True,False,False,True,0,6,0.794084143520558,4;4;3;3;3;3
0.9,6,21,True,False,False,True,0,6,0.7914902121264552,4;4;4;3;3;3
0.9,6,22,True,False,False,True,0,6,0.7888300952476883,4;4;4;4;3;3
0.9,6,23,True,False,False,True,0,6,0.7861012270148434,4;4;4;4;4;3
0.9,6,24,True,False,False,True,0,6,0.7833009071911163,4;4;4;4;4;4
0.9,6,25,True,False,False,True,0,6,0.7810208563290942,5;4;4;4;4;4
0.9,6,26,True,False,False,True,0,6,0.7786923150728777,5;5;4;4;4;4
0.9,6,27,True,False,False,True,0,6,0.776313719911235,5;5;5;4;4;4
0.9,6,28,True,False,False,True,0,6,0.7738834393847185,5;5;5;5;4;4
0.9,6,29,True,False,False,True,0,6,0.7713997703539422,5;5;5;5;5;4
0.9,6,30,True,False,False,True,0,6,0.768860934019191,5;5;5;5;5;5
0.9,6,31,True,False,False,True,0,6,0.7667544965412306,6;5;5;5;5;5
0.9,6,32,True,False,False,True,0,6,0.7646093128035995,6;6;5;5;5;5
0.9,6,33,True,False,False,True,0,6,0.7624243038223358,6;6;6;5;5;5
0.9,6,34,True,False,False,True,0,6,0.7601983501755328,6;6;6;6;5;5
0.9,6,35,True,False,False,True,0,6,0.7579302900910134,6;6;6;6;6;5
0.9,6,36,True,False,False,True,0,6,0.7556189174244494,6;6;6;6;6;6
0.9,6,37,True,False,False,True,0,6,0.7536741113791455,7;6;6;6;6;6
0.9,6,38,True,False,False,True,0,6,0.7516981031506703,7;7;6;6;6;6
0.9,6,39,True,False,False,True,0,6,0.7496901357617263,7;7;7;6;6;6
0.9,6,40,True,False,False,True,0,6,0.7476494275492962,7;7;7;7;6;6
0.9,6,41,True,False,False,True,0,6,0.7455751711500922,7;7;7;7;7;6
0.9,6,42,True,False,False,True,0,6,0.7434665324355535,7;7;7;7;7;7
0.9,6,43,True,False,False,True,1,5,0.7071832958195071,8;7;7;7;7;7
0.9,6,44,True,False,False,True,2,4,0.6589457175106755,8;8;7;7;7;7
0.9,6,45,True,False,False,True,3,3,0.591680644906835,8;8;8;7;7;7
0.9,6,46,True,False,False,True,4,2,0.49136394112810355,8;8;8;8;7;7
0.9,6,47,True,False,False,True,5,1,0.32570078001153424,8;8;8;8;8;7
0.9,6,48,False,False,False,False,6,0,0.0,8;8;8;8;8;8
